SPECIES_ID,SCIENTIFIC_NAME,COMMON_NAME,PACFIN_CODE,SPECIES_CODE,ACTIVE,NOTES,
10371,Gorgonocephalus eucnemis,Basket Starfish,,21,0,,
10347,Careproctus melanurus,Blacktail Snailfish,,501,0,,
10426,Bivalvia,Clam Unid,,29,0,,
10178,Enteroctopus dofleini,Common/Giant Pacific Octopus,,61,0,,
10501,Pandalus danae,Coonstripe Shrimp,,71,0,,
10558,Crangon communis,Crangon Shrimp,,863,0,,
10561,Pasiphaea tarda,Crimson Pasiphaeid Shrimp,,865,0,,
10313,Squalus sp.,Dogfish Shark Unid,,578,0,,
10559,Opisthoteuthis californiana,Flapjack Devilfish,,864,0,,
10097,Lycenchelys crotalinus,Flatcheek Eelpout,,258,0,,
10370,Moroteuthis robusta,Giant Squid,,51,0,,
10330,Pandalus hypsinotus,Humpback Shrimp,,72,0,,
10471,Hirudinea,Leech Unid,,52,0,,
10065,Lithodidea,Lithoid Crab,,14,0,,
10434,Bivalvia,Mussel Unid,,36,0,,
10553,Paraliparis rosaceus,Pink Snailfish,,859,0,,
10410,Allocentrotus fragilis,Pink Urchin,,56,0,,
10503,Paraliparis deani,Prickly Snailfish,,502,0,,
10411,Strongylocentrotus franciscanus,Red Urchin,,57,0,,
10348,Liparis cyclopus,Ribbon Snailfish,,503,0,,
10349,Liparis rutteri,Ringtail Snailfish,,504,0,,
10440,Bivalvia,Scallop Unid,,42,0,,
10656,Calcaxonia,Sea Fans,,1259,0,,
10527,Aphroditidae,Sea Mouse Unid,,59,0,,
10636,Pennatulacea,Sea Pen/Pansies Unid,,1244,0,,
10531,Octocorallia,Sea Whip/Fan Unid,,58,0,,
10350,Liparis pulchellus,Showy Snailfish,,505,0,,
10332,Pandalopsis dispar,Sidestripe Shrimp,,74,0,,
10504,Liparis fucensis,Slipskin Snailfish,,506,0,,
10637,Sebastomus,Spotted Rockfish Unid,,1245,0,,
10351,Liparis callyodon,Spotted Snailfish,,507,0,,
10373,Solaster,Sunstar Starfish,,24,0,,
10702,TEST,TEST,,2222,0,,
